"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"CLI","2025-01-07","690","700","685.4","700","0.14 %","36,657.00"
"CLI","2025-01-06","675.1","700","675.1","699","2.04 %","49,609.00"
"CLI","2025-01-05","671.8","690","671.8","685","0.66 %","34,787.00"
"CLI","2025-01-02","671.5","684.9","671.5","680.5","0.80 %","29,323.00"
"CLI","2025-01-01","670","680","670","675.1","-0.31 %","16,925.00"
"CLI","2024-12-31","670","680","668","677.2","0.47 %","46,082.00"
"CLI","2024-12-29","667.2","685","667.2","674","-0.58 %","26,218.00"
"CLI","2024-12-26","670","682","670","677.9","0.46 %","22,825.00"
"CLI","2024-12-24","671","684","668","674.8","0.57 %","20,481.00"
"CLI","2024-12-23","665","678","665","671","0.18 %","16,053.00"
"CLI","2024-12-22","685.4","695","663.1","669.8","-0.33 %","31,787.00"
"CLI","2024-12-19","672.2","681.9","667","672","-1.90 %","45,840.00"
"CLI","2024-12-18","675","687","675","685","0.88 %","30,491.00"
"CLI","2024-12-17","671.1","685","671.1","679","0.00 %","32,029.00"
"CLI","2024-12-16","673.3","688","673.3","679","-1.16 %","42,431.00"
"CLI","2024-12-12","691","700","687","687","-1.29 %","39,431.00"
"CLI","2024-12-11","698","700","686","696","1.02 %","28,379.00"
"CLI","2024-12-10","690","700","688","689","-0.86 %","25,046.00"
"CLI","2024-12-09","693","720","690","695","0.29 %","36,683.00"
"CLI","2024-12-08","698","708.4","690","693","-1.87 %","53,708.00"
"CLI","2024-12-05","720","725","705","706.2","-1.92 %","79,482.00"
"CLI","2024-12-04","693.1","725","693.1","720","2.42 %","125,254.00"
"CLI","2024-12-03","712","712","700","703","-0.85 %","38,542.00"
"CLI","2024-12-02","687","714","687","709","2.18 %","97,219.00"
"CLI","2024-12-01","691","700","688","693.9","-1.15 %","46,311.00"
"CLI","2024-11-28","724","724","700","702","-1.13 %","71,889.00"
"CLI","2024-11-27","685","710","685","710","4.06 %","120,670.00"
"CLI","2024-11-26","679","691","673.4","682.3","1.08 %","50,862.00"
"CLI","2024-11-25","671","680","668","675","-0.74 %","14,435.00"
"CLI","2024-11-24","670","682.9","667","680","1.34 %","48,309.00"
"CLI","2024-11-21","680","685","670","671","-1.32 %","34,403.00"
"CLI","2024-11-20","680","684","668","680","-0.15 %","52,634.00"
"CLI","2024-11-19","695","699","680","681","-1.87 %","77,316.00"
"CLI","2024-11-17","689.7","695","679.1","694","2.63 %","95,387.00"
"CLI","2024-11-14","670.2","685","670.2","676.2","0.18 %","39,878.00"
"CLI","2024-11-13","677","697.6","671","675","-1.32 %","36,812.00"
"CLI","2024-11-12","690","697.8","680","684","-0.87 %","32,733.00"
"CLI","2024-11-11","690","700.5","682.5","690","0.00 %","69,091.00"
"CLI","2024-11-10","682.2","692.9","668.6","690","1.28 %","47,017.00"
"CLI","2024-11-06","655","681.3","655","681.3","2.61 %","60,673.00"
"CLI","2024-11-05","656.1","670","656.1","664","1.39 %","33,983.00"
"CLI","2024-10-30","648","662.9","648","654.9","-0.32 %","29,320.00"
"CLI","2024-10-29","640","660","640","657","1.89 %","32,412.00"
"CLI","2024-10-28","625","645","625","644.8","2.68 %","23,629.00"
"CLI","2024-10-27","625","632","620","628","0.48 %","15,050.00"
"CLI","2024-10-24","625","630","622.1","625","-1.42 %","11,460.00"
"CLI","2024-10-23","631","644","629","634","-0.77 %","26,048.00"
"CLI","2024-10-22","634","647.8","627.4","638.9","-0.14 %","43,431.00"
"CLI","2024-10-21","641.9","649","627.3","639.8","-1.27 %","64,880.00"
"CLI","2024-10-20","650.8","664.9","638.2","648","-2.41 %","35,926.00"
"CLI","2024-10-17","658","675","656.4","664","0.30 %","20,748.00"
"CLI","2024-10-16","655","667","649","662","1.07 %","21,609.00"
"CLI","2024-10-15","655","655","640","655","1.96 %","12,512.00"
"CLI","2024-10-09","633.1","656","633.1","642.4","-0.25 %","11,162.00"
"CLI","2024-10-08","650","660","639","644","-0.77 %","18,960.00"
"CLI","2024-10-07","640","667.9","639","649","1.88 %","47,058.00"
"CLI","2024-10-06","628","638","620","637","1.32 %","17,817.00"
"CLI","2024-10-02","628","650","625.2","628.7","-0.68 %","22,707.00"
"CLI","2024-10-01","603","643","603","633","4.11 %","49,079.00"
"CLI","2024-09-30","591.1","610","591.1","608","1.50 %","18,657.00"
"CLI","2024-09-29","600","605","590.1","599","-0.50 %","16,156.00"
"CLI","2024-09-26","610","616","600","602","-1.15 %","37,043.00"
"CLI","2024-09-25","595","612","590.2","609","1.50 %","26,971.00"
"CLI","2024-09-24","610","615","600","600","-1.80 %","51,460.00"
"CLI","2024-09-23","627.5","635","610","611","-3.78 %","40,233.00"
"CLI","2024-09-22","645","658","628.2","635","0.32 %","52,307.00"
"CLI","2024-09-18","640","640","625.5","633","-0.78 %","38,148.00"
"CLI","2024-09-16","641.1","649","635","638","-1.09 %","36,889.00"
"CLI","2024-09-15","657","667","639.1","645","-1.83 %","67,000.00"
"CLI","2024-09-12","631","659","631","657","2.82 %","43,405.00"
"CLI","2024-09-11","650","656","637","639","-1.39 %","53,964.00"
"CLI","2024-09-10","665","670","646.8","648","-1.37 %","27,901.00"
"CLI","2024-09-09","660","669","649","657","-0.30 %","81,463.00"
"CLI","2024-09-08","652","675.2","652","659","-0.45 %","54,819.00"
"CLI","2024-09-05","663","670","651","662","0.00 %","42,260.00"
"CLI","2024-09-04","685","698","660.2","662","-3.78 %","89,586.00"
"CLI","2024-09-03","675","693.8","665.6","688","2.38 %","93,094.00"
"CLI","2024-09-02","639.2","672","639.2","672","4.67 %","74,598.00"
"CLI","2024-09-01","645","657","638","642","-0.47 %","75,753.00"
"CLI","2024-08-29","660","662","637","645","-1.95 %","79,284.00"
"CLI","2024-08-28","656","678","647.8","657.8","-0.03 %","90,753.00"
"CLI","2024-08-27","672","691","654.3","658","-3.67 %","151,446.00"
"CLI","2024-08-25","714","719","683","683.1","-2.41 %","101,530.00"
"CLI","2024-08-22","696.1","710","696.1","700","-0.71 %","103,954.00"
"CLI","2024-08-21","714","723","704","705","-1.26 %","151,468.00"
"CLI","2024-08-18","700","731","700","714","2.00 %","217,985.00"
"CLI","2024-08-15","694","715","693.1","700","0.86 %","167,361.00"
"CLI","2024-08-14","700","705","679","694","0.29 %","130,824.00"
"CLI","2024-08-13","700","714","680","692","-0.29 %","166,143.00"
"CLI","2024-08-12","665","706.8","663.1","694","6.44 %","185,903.00"
"CLI","2024-08-11","639","660","635","652","2.35 %","174,198.00"
"CLI","2024-08-08","645","655","635.2","637","-0.78 %","126,088.00"
"CLI","2024-08-07","615","648","608","642","3.55 %","152,006.00"
"CLI","2024-08-06","661","664.1","618","620","-6.25 %","226,424.00"
"CLI","2024-08-05","630","665","630","661.3","4.14 %","176,530.00"
"CLI","2024-08-01","605","658.9","605","635","3.59 %","199,180.00"
"CLI","2024-07-31","600","618","600","613","2.51 %","164,600.00"
"CLI","2024-07-30","594","601","584.1","598","0.67 %","106,149.00"
"CLI","2024-07-29","601","612","592.9","594","-1.82 %","111,691.00"
"CLI","2024-07-28","602.8","620","585","605","2.37 %","148,990.00"
"CLI","2024-07-25","589","599","582","591","0.17 %","99,166.00"
"CLI","2024-07-24","600","610","581","590","-1.50 %","163,297.00"
"CLI","2024-07-23","568","600","568","599","4.36 %","123,354.00"
"CLI","2024-07-22","571","585","570","574","-1.03 %","117,144.00"
"CLI","2024-07-21","577.1","582","567","580","0.52 %","149,883.00"
"CLI","2024-07-18","570","583","563.1","577","1.23 %","196,691.00"
"CLI","2024-07-17","570","578","557","570","0.53 %","133,172.00"
"CLI","2024-07-16","550","567.1","545.5","567","4.11 %","111,874.00"
"CLI","2024-07-15","558","565","543","544.6","-2.40 %","152,845.00"
"CLI","2024-07-14","558.9","580","550","558","1.82 %","132,221.00"
"CLI","2024-07-11","527","548","527","548","3.98 %","130,229.00"
"CLI","2024-07-10","520","530","519.1","527","0.67 %","81,883.00"
"CLI","2024-07-09","511","523.9","511","523.5","1.47 %","94,704.00"
"CLI","2024-07-08","524","529","513","515.9","-1.55 %","113,445.00"
"CLI","2024-07-07","507","525","507","524","2.75 %","142,867.00"
"CLI","2024-07-04","486","514","486","510","4.08 %","117,197.00"
"CLI","2024-07-03","484","491","483.5","490","0.00 %","31,055.00"
"CLI","2024-07-02","486.5","515","485","490","2.73 %","65,881.00"
"CLI","2024-07-01","472","478","468.7","477","1.17 %","21,025.00"
"CLI","2024-06-30","470","480","470","471.5","-0.74 %","24,306.00"
"CLI","2024-06-27","476.1","484","474","475","-1.02 %","41,200.00"
"CLI","2024-06-26","475.5","482","475.5","479.9","-0.19 %","38,896.00"
"CLI","2024-06-25","475.5","483","475.5","480.8","0.15 %","22,485.00"
"CLI","2024-06-24","480","485","480","480.1","0.02 %","38,958.00"
"CLI","2024-06-23","480","484","477.2","480","-0.41 %","44,549.00"
"CLI","2024-06-20","480","486","480","482","0.10 %","48,532.00"
