"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"SAGF","2025-01-07","9.5","9.5","9.5","9.5","-1.96 %","500.00"
"SAGF","2025-01-06","9.5","9.69","9.5","9.69","2.00 %","1,150.00"
"SAGF","2025-01-05","9.31","9.5","9.31","9.5","0.00 %","1,550.00"
"SAGF","2025-01-02","9.56","9.56","9.4","9.5","-2.56 %","400.00"
"SAGF","2025-01-01","9.89","9.89","9.72","9.75","-3.37 %","400.00"
"SAGF","2024-12-31","9.71","10.09","9.71","10.09","1.92 %","1,600.00"
"SAGF","2024-12-29","9.6","10","9.6","9.9","1.23 %","2,500.00"
"SAGF","2024-12-26","9.59","9.78","9.42","9.78","0.00 %","900.00"
"SAGF","2024-12-24","9.59","9.78","9.59","9.78","1.98 %","600.00"
"SAGF","2024-12-23","9.57","9.6","9.56","9.59","-1.54 %","500.00"
"SAGF","2024-12-22","9.74","9.74","9.74","9.74","0.00 %","300.00"
"SAGF","2024-12-19","9.37","9.74","9.37","9.74","1.99 %","810.00"
"SAGF","2024-12-18","9.25","9.55","9.25","9.55","1.49 %","1,000.00"
"SAGF","2024-12-17","9.52","9.71","9.41","9.41","-3.09 %","6,400.00"
"SAGF","2024-12-16","9.9","9.9","9.71","9.71","-2.90 %","200.00"
"SAGF","2024-12-12","10","10","10","10","0.00 %","300.00"
"SAGF","2024-12-11","10","10.01","10","10","0.00 %","2,500.00"
"SAGF","2024-12-10","10","10.01","10","10","0.00 %","800.00"
"SAGF","2024-12-09","10","10","10","10","0.00 %","500.00"
"SAGF","2024-12-08","10","10.05","10","10","0.00 %","1,300.00"
"SAGF","2024-12-05","10","10","10","10","0.00 %","1,700.00"
"SAGF","2024-12-04","10","10.01","10","10","0.00 %","800.00"
"SAGF","2024-12-03","10","10.1","10","10","-0.99 %","1,000.00"
"SAGF","2024-12-02","10.2","10.2","10.1","10.1","-0.98 %","2,400.00"
"SAGF","2024-12-01","10.2","10.35","10.2","10.2","0.00 %","1,703.00"
"SAGF","2024-11-28","10.2","10.4","10.2","10.2","0.00 %","2,300.00"
