Symbol,Date,Open,High,Low,Close,Percent Change,Volume
ILBSP,2025-01-09,542.70,542.70,542.70,542.70,0.00 %,"11,812.00"
ILBSP,2025-01-22,531.90,531.90,488.50,488.50,-9.99 %,"5,000.00"
ILBSP,2025-01-27,478.80,478.80,439.70,439.70,-9.99 %,"9,258.00"
ILBSP,2025-02-02,431.00,431.00,431.00,431.00,-1.98 %,"3,000.00"
ILBSP,2025-02-16,431.00,431.00,431.00,431.00,0.00 %,"5,800.00"
