Symbol,Date,Open,High,Low,Close,Percent Change,Volume
SICLPO,2025-02-02,470.00,470.00,470.00,470.00,0.00 %,"60,000.00"
SICLPO,2025-02-04,461.00,461.00,461.00,461.00,-1.91 %,"60,000.00"
SICLPO,2025-02-06,461.00,461.00,461.00,461.00,0.00 %,"50,000.00"
